604	464
605	224
606	489
607	389
608	464
609	554
610	370
611	383
612	514
613	125
614	581
615	504
616	379
617	173
618	202
619	468
620	296
621	231
622	85
623	336
624	295
625	582
626	491
627	201
628	364
629	574
630	562
631	184
632	18
633	238
634	555
635	216
636	508
637	271
638	323
639	588
640	431
641	363
642	357
643	503
644	416
645	534
646	85
647	622
648	61
649	594
650	103
651	128
652	51
653	12
654	163
655	355
656	125
657	152
658	522
659	452
660	23
661	120
662	7
663	110
664	4
665	143
666	209
667	166
668	26
669	458
670	214
671	632
672	418
673	521
674	599
675	666
676	355
677	327
678	341
679	92
680	469
681	190
682	413
683	489
684	234
685	292
686	617
687	499
688	431
689	244
690	51
691	165
692	553
693	589
694	649
695	73
696	603
697	281
698	82
699	689
700	455
701	699
702	254
703	351
704	211
705	139
706	212
707	649
708	685
709	215
710	284
711	143
712	136
713	400
714	215
715	197
716	556
717	680
718	245
719	534
720	483
721	694
722	157
723	714
724	474
725	140
726	449
727	593
728	37
729	461
730	410
731	428
732	723
733	726
734	672
735	227
736	20
737	735
738	136
739	360
740	629
741	215
742	447
743	213
744	40
745	662
746	355
747	501
748	161
749	64
750	255
751	666
752	442
753	63
754	665
755	235
756	750
757	123
758	224
759	583
760	725
761	265
762	669
763	147
764	438
765	317
766	174
767	664
768	191
769	170
770	159
771	718
772	170
773	455
774	358
775	712
776	770
777	744
778	205
779	293
780	731
781	39
782	150
783	253
784	673
785	616
786	187
787	548
788	288
789	521
790	221
791	743
792	161
793	279
794	536
795	418
796	12
797	161
798	690
799	503
800	767
801	534
802	15
803	73
804	2
805	717
806	571
807	132
808	384
809	445
810	241
811	189
812	58
813	223
814	583
815	668
816	433
817	169
818	483
819	348
820	356
821	85
822	387
823	654
824	461
825	60
826	377
827	520
828	271
829	86
830	26
831	252
832	375
833	197
834	670
835	404
836	110
837	264
838	323
839	712
840	729
841	629
842	757
843	641
844	478
845	363
846	71
847	347
848	717
849	162
850	369
851	625
852	662
853	329
854	208
855	15
856	390
857	824
858	71
859	802
860	405
861	582
862	599
863	393
864	588
865	673
866	702
867	231
868	845
869	360
870	223
871	186
872	461
873	340
874	586
875	196
876	737
877	478
878	481
879	748
880	156
881	110
882	46
883	613
884	628
885	287
886	730
887	344
888	562
889	454
890	31
891	215
892	15
893	92
894	223
895	829
896	436
897	776
898	469
899	762
900	688
901	667
902	630
903	863
904	36
905	464
906	477
907	778
908	360
909	762
910	694
911	740
912	208
913	157
914	78
915	277
916	405
917	264
918	807
919	754
920	455
921	117
922	349
923	227
924	687
925	103
926	591
927	746
928	780
929	144
930	107
931	180
932	109
933	611
934	906
935	473
936	862
937	649
938	341
939	663
940	812
941	585
942	269
943	27
944	533
945	333
946	886
947	158
948	73
949	339
950	786
951	129
952	886
953	745
954	36
955	836
956	458
957	655
958	152
959	707
960	493
961	585
962	908
963	516
964	595
965	559
966	723
967	214
968	812
969	462
970	109
971	719
972	605
973	335
974	164
975	577
976	773
977	647
978	233
979	284
980	328
981	756
982	118
983	14
984	316
985	444
986	68
987	159
988	295
989	63
990	921
991	292
992	520
993	185
994	311
995	484
996	256
997	153
998	207
999	310
1000	214
